"column"	"row"	"observed"	"expected-mean"	"expected-stdev"	"distribution"	"probability"	"N"	"left-p-value"	"right-p-value"	"two-tail-p-value"	"corrected-left-p-value"	"corrected-right-p-value"	"corrected-two-tail-p-value"
"breast"	"Progesterone-mediated oocyte maturation"	8	3.7402263787428756	1.8988717551610013	"BINOMIAL"	0.03596371518021996	104	0.9871189929967715	0.03429933195194825	1	1	0.22866221301298836	1
"cervix uteri"	"Progesterone-mediated oocyte maturation"	10	6.127787415901493	2.4006720847461342	"BINOMIAL"	0.05949308170778149	103	0.9571201547700462	0.08653962920931942	1	1	0.5325515643650426	1
"colon, nos"	"Progesterone-mediated oocyte maturation"	12	8.960464531276203	2.860236126624931	"BINOMIAL"	0.08699480127452625	103	0.8886389310748474	0.18404420772612698	1	1	0.5889414647236063	1
"HR systems"	"Progesterone-mediated oocyte maturation"	4	4.851294000166431	2.150069379194635	"BINOMIAL"	0.04709994174918865	103	0.4632500581618416	0.7201151791000451	1	0.8145055967680731	1	1
"kidney"	"Progesterone-mediated oocyte maturation"	9	8.402826556086827	2.7780059222980364	"BINOMIAL"	0.08158084035035755	103	0.6689871589833435	0.46583617455351883	1	1	0.9434656699818104	1
"liver"	"Progesterone-mediated oocyte maturation"	8	10.266709176279635	3.0334813336211703	"BINOMIAL"	0.10370413309373369	99	0.290325151970671	0.8175574232011786	1	1	1	1
"lung"	"Progesterone-mediated oocyte maturation"	2	2.5016750418760467	1.5623425009493572	"BINOMIAL"	0.024288107202680067	103	0.5418041495298527	0.7168242417672255	1	0.9526226804920486	1	1
"lymph nodes"	"Progesterone-mediated oocyte maturation"	2	8.306032306915698	2.763371999050052	"BINOMIAL"	0.08064109035840485	103	0.008746368930133178	0.9982603419359232	1	0.2332365048035514	1	1
"mouth, nos"	"Progesterone-mediated oocyte maturation"	5	3.285092213114754	1.7824628760869277	"BINOMIAL"	0.03285092213114754	100	0.8881062543282632	0.2324905812947267	1	1	1	1
"ovary"	"Progesterone-mediated oocyte maturation"	14	7.756585397738414	2.6663934502992115	"BINOMIAL"	0.08340414406170338	93	0.9900110516814801	0.022008325118717018	1	1	0.12261781137570911	1
"pancreas"	"Progesterone-mediated oocyte maturation"	5	2.570106180234141	1.5824195785117687	"BINOMIAL"	0.02570106180234141	100	0.9553861498353851	0.11577453191233292	1	1	1	1
"prostate gland"	"Progesterone-mediated oocyte maturation"	2	4.172075435573426	1.9999341710770362	"BINOMIAL"	0.04130767757993491	101	0.20783969442115413	0.9244721198274564	1	1	1	1
"skin"	"Progesterone-mediated oocyte maturation"	22	12.765497397706596	3.3441563409255664	"BINOMIAL"	0.12393686793889899	103	0.9965539730329713	0.007226639627889725	1	1	0.026889821871217582	1
"stomach"	"Progesterone-mediated oocyte maturation"	7	4.5961175055832335	2.0929795659513935	"BINOMIAL"	0.046899158220237075	98	0.9103130589674143	0.1769341834328749	1	1	0.7603387882655975	1
"testis"	"Progesterone-mediated oocyte maturation"	6	9.03215527230591	2.858919416780105	"BINOMIAL"	0.09507531865585168	95	0.1903200404297689	0.8979852985796664	1	0.7759201648290579	1	1
"thyroid gland"	"Progesterone-mediated oocyte maturation"	4	4.03023145961266	1.9649519038451353	"BINOMIAL"	0.041981577704298535	96	0.6228326464923293	0.5767048798840617	1	1	1	1
"urinary bladder"	"Progesterone-mediated oocyte maturation"	6	6.206854416385431	2.4067834667193404	"BINOMIAL"	0.06674037006866054	93	0.5720143130986224	0.5934263555839412	1	1	1	1
"adrenal cortex"	"Propanoate metabolism"	5	4.785173274658317	2.0173285360886464	"BINOMIAL"	0.1495366648330724	32	0.6571625156365544	0.5327034979627154	1	1	0.8786861822065408	1
"bones and joints"	"Propanoate metabolism"	5	2.659258775083339	1.55135411437736	"BINOMIAL"	0.09497352768154782	28	0.955470161931338	0.12103442894256053	1	1	0.5394677404296984	1
"brain, nos"	"Propanoate metabolism"	2	3.1684508949350483	1.68959451093586	"BINOMIAL"	0.09901409046672026	32	0.37363496767015886	0.8393827146461521	1	0.9800261447086134	1	1
"breast"	"Propanoate metabolism"	1	1.1508388857670386	1.0533045351943526	"BINOMIAL"	0.03596371518021996	32	0.67948446216024	0.6902665057474918	1	1	1	1
"cervix uteri"	"Propanoate metabolism"	1	1.9037786146490077	1.3381019983447329	"BINOMIAL"	0.05949308170778149	32	0.42481028502383467	0.85952992152182	1	1	1	1
"colon, nos"	"Propanoate metabolism"	2	2.78383364078484	1.5942567504713354	"BINOMIAL"	0.08699480127452625	32	0.46475775078187487	0.7799601793867424	1	1	1	1
"HR systems"	"Propanoate metabolism"	2	1.5071981359740367	1.198419455601908	"BINOMIAL"	0.04709994174918865	32	0.8101284777870068	0.4486588591089082	1	0.9673175854173216	1	1
"kidney"	"Propanoate metabolism"	0	2.6105868912114416	1.548422751970141	"BINOMIAL"	0.08158084035035755	32	0.0656613679889873	1	1	0.9550744434761789	1	1
"liver"	"Propanoate metabolism"	12	3.318532258999478	1.7246410490117494	"BINOMIAL"	0.10370413309373369	32	0.9999917723222925	4.733794878801796E-5	1	1	4.6746224428167733E-4	1
"lung"	"Propanoate metabolism"	0	0.7772194304857621	0.8708284800338801	"BINOMIAL"	0.024288107202680067	32	0.4552931897434288	1	1	0.997902881629433	1	1
"lymph nodes"	"Propanoate metabolism"	1	2.580514891468955	1.5402660020057568	"BINOMIAL"	0.08064109035840485	32	0.25827962740047666	0.9321542175165878	1	0.8102890271387503	1	1
"mouth, nos"	"Propanoate metabolism"	1	0.9526767418032787	0.9598856350327073	"BINOMIAL"	0.03285092213114754	29	0.7534902659704144	0.6204148269862849	1	1	1	1
"ovary"	"Propanoate metabolism"	1	2.3353160337276946	1.463058781738131	"BINOMIAL"	0.08340414406170338	28	0.3097004125278539	0.9127067016767886	1	1	1	1
"pancreas"	"Propanoate metabolism"	1	0.7967329158725837	0.8810539336282329	"BINOMIAL"	0.02570106180234141	31	0.8109484537778693	0.5538723848286731	1	1	1	1
"prostate gland"	"Propanoate metabolism"	3	1.321845682557917	1.1257190179136114	"BINOMIAL"	0.04130767757993491	32	0.9583321712461514	0.1445339215935956	1	1	1	1
"skin"	"Propanoate metabolism"	1	3.9659797740447678	1.8639873021403972	"BINOMIAL"	0.12393686793889899	32	0.08009882735669772	0.985507846392678	1	0.8009882735669772	1	1
"stomach"	"Propanoate metabolism"	4	1.4069747466071123	1.1580107146974536	"BINOMIAL"	0.046899158220237075	30	0.9878840450051612	0.05014366544527765	1	1	0.4196233055683761	1
"testis"	"Propanoate metabolism"	1	2.9473348783314024	1.6331307588765016	"BINOMIAL"	0.09507531865585168	31	0.19234838641185906	0.9548159204787664	1	0.7645848359871398	1	1
"thyroid gland"	"Propanoate metabolism"	2	1.259447331128956	1.0984415073788383	"BINOMIAL"	0.041981577704298535	30	0.870005903146556	0.3607085815955627	1	1	1	1
"urinary bladder"	"Propanoate metabolism"	2	1.8687303619224953	1.3206099371158944	"BINOMIAL"	0.06674037006866054	28	0.7135126895261306	0.5659562191107534	1	1	1	1
"adrenal cortex"	"Prostate cancer"	22	13.308763170143443	3.3643149544338096	"BINOMIAL"	0.1495366648330724	89	0.9947988940373893	0.010650544520588714	1	1	0.08520435616470971	1
"bones and joints"	"Prostate cancer"	12	8.26269690829466	2.7345857885154197	"BINOMIAL"	0.09497352768154782	87	0.9328015717218683	0.1208643938951989	1	1	0.5545542778720891	1
"brain, nos"	"Prostate cancer"	13	8.812254051538103	2.817750296187259	"BINOMIAL"	0.09901409046672026	89	0.9451242172748447	0.09960760730698592	1	1	0.4553490619747928	1
"breast"	"Prostate cancer"	7	3.2007706510395764	1.7566044082229733	"BINOMIAL"	0.03596371518021996	89	0.9850347953038974	0.04156909742797742	1	1	0.22934674443022024	1
"cervix uteri"	"Prostate cancer"	6	5.294884271992553	2.2315634181814445	"BINOMIAL"	0.05949308170778149	89	0.7213436910214517	0.4371822860110574	1	1	1	1
"colon, nos"	"Prostate cancer"	10	7.742537313432836	2.6587547495942796	"BINOMIAL"	0.08699480127452625	89	0.8502781145036709	0.24491648288521403	1	1	0.6874848642391973	1
"HR systems"	"Prostate cancer"	3	4.19189481567779	1.9986137230692278	"BINOMIAL"	0.04709994174918865	89	0.3915589943141241	0.7956704687214923	1	0.7370522245912925	1	1
"kidney"	"Prostate cancer"	13	7.260694791181822	2.582317023254454	"BINOMIAL"	0.08158084035035755	89	0.9870668904363855	0.028412184161246246	1	1	0.15153164885997997	1
"liver"	"Prostate cancer"	9	9.125963712248565	2.8599936288084553	"BINOMIAL"	0.10370413309373369	88	0.5700133888512806	0.5688945929261873	1	1	1	1
"lung"	"Prostate cancer"	0	2.161641541038526	1.452287629760722	"BINOMIAL"	0.024288107202680067	89	0.1121043003628679	1	1	1	1	1
"lymph nodes"	"Prostate cancer"	5	7.177057041898031	2.568713946019468	"BINOMIAL"	0.08064109035840485	89	0.2675707341913131	0.8536725005989648	1	0.8232945667425019	1	1
"mouth, nos"	"Prostate cancer"	3	2.8251793032786887	1.65298806952142	"BINOMIAL"	0.03285092213114754	86	0.6870088587468814	0.5397906653952752	1	1	1	1
"ovary"	"Prostate cancer"	14	7.2561605333681936	2.5789468150600365	"BINOMIAL"	0.08340414406170338	87	0.9946119559435023	0.012779095956847602	1	1	0.09493042710801076	1
"pancreas"	"Prostate cancer"	2	2.2873945004083853	1.492851644667699	"BINOMIAL"	0.02570106180234141	89	0.598397656755333	0.6701174719976499	1	1	1	1
"prostate gland"	"Prostate cancer"	7	3.6350756270342717	1.8667938008934089	"BINOMIAL"	0.04130767757993491	88	0.9707631032277193	0.07198281457107705	1	1	1	1
"skin"	"Prostate cancer"	24	11.03038124656201	3.108586550619292	"BINOMIAL"	0.12393686793889899	89	0.9999429776465453	1.5941553058057822E-4	1	1	0.0011593856769496597	1
"stomach"	"Prostate cancer"	2	4.080226765160625	1.9720211876465503	"BINOMIAL"	0.046899158220237075	87	0.2195857063046327	0.9191283011178085	1	1	1	1
"testis"	"Prostate cancer"	10	8.366628041714948	2.7515755876540835	"BINOMIAL"	0.09507531865585168	88	0.7869634415738906	0.32549118008179273	1	1	0.9409654115091826	1
"thyroid gland"	"Prostate cancer"	3	3.6523972602739727	1.8705784829524832	"BINOMIAL"	0.041981577704298535	87	0.5011875021513903	0.7125427140511307	1	1	1	1
"urinary bladder"	"Prostate cancer"	6	5.806412195973468	2.3278509611319653	"BINOMIAL"	0.06674037006866054	87	0.6385196962535531	0.5273656032052023	1	1	1	1
"adrenal cortex"	"Proteasome"	2	6.430076587822113	2.3384919029703677	"BINOMIAL"	0.1495366648330724	43	0.034452455814168545	0.9919146544199317	1	0.42403022540515134	1	1
"bones and joints"	"Proteasome"	8	3.9888881626250083	1.9000129952959122	"BINOMIAL"	0.09497352768154782	42	0.9844935622420267	0.04176659094174442	1	1	0.2961630994050968	1
"brain, nos"	"Proteasome"	2	4.257605890068971	1.9585818633128513	"BINOMIAL"	0.09901409046672026	43	0.18784184831647	0.9353323429145317	1	0.75136739326588	1	1
"breast"	"Proteasome"	2	1.5824034679296781	1.2351090479422708	"BINOMIAL"	0.03596371518021996	44	0.7899173515792575	0.472832337815626	1	1	1	1
"cervix uteri"	"Proteasome"	5	2.5582025134346043	1.5511309300886844	"BINOMIAL"	0.05949308170778149	43	0.9592279946826385	0.11052021682092773	1	1	0.6549346181980903	1
"colon, nos"	"Proteasome"	3	3.7407764548046285	1.8480661109674819	"BINOMIAL"	0.08699480127452625	43	0.47868239447048444	0.7345043862190521	1	1	1	1
"HR systems"	"Proteasome"	0	2.0252974952151117	1.3892106036039684	"BINOMIAL"	0.04709994174918865	43	0.12561346636514484	1	1	0.744376096978636	1	1
"kidney"	"Proteasome"	3	3.5079761350653746	1.794935233939582	"BINOMIAL"	0.08158084035035755	43	0.5302762300884614	0.6924402141697305	1	1	1	1
"liver"	"Proteasome"	2	4.355573589936815	1.9758245384310966	"BINOMIAL"	0.10370413309373369	42	0.17504736958351558	0.9410042037850521	1	0.9877672997926951	1	1
"lung"	"Proteasome"	1	1.0443886097152428	1.0094663873558252	"BINOMIAL"	0.024288107202680067	43	0.719250407404647	0.6526008604368101	1	0.9920695274546855	1	1
"lymph nodes"	"Proteasome"	6	3.4675668854114083	1.7854799105229762	"BINOMIAL"	0.08064109035840485	43	0.9451634673898732	0.12954398915087909	1	1	1	1
"mouth, nos"	"Proteasome"	5	1.3797387295081966	1.155167970445768	"BINOMIAL"	0.03285092213114754	42	0.9976142421102706	0.011842782879999887	1	1	0.1871159695039982	1
"ovary"	"Proteasome"	0	3.5029740505915417	1.7918737394782023	"BINOMIAL"	0.08340414406170338	42	0.025791188466129253	1	1	0.6705709001193606	1	1
"pancreas"	"Proteasome"	2	1.1051456575006806	1.0376619105742806	"BINOMIAL"	0.02570106180234141	43	0.9017628258070004	0.30333982884946903	1	1	1	1
"prostate gland"	"Proteasome"	0	1.776230135937201	1.3049360881568657	"BINOMIAL"	0.04130767757993491	43	0.16300755134750491	1	1	1	1	1
"skin"	"Proteasome"	3	5.329285321372657	2.160738390062291	"BINOMIAL"	0.12393686793889899	43	0.20317912838871957	0.9149530093856288	1	1	1	1
"stomach"	"Proteasome"	6	2.0166638034701942	1.3863924295358152	"BINOMIAL"	0.046899158220237075	43	0.9963704342725339	0.014599528482689549	1	1	0.21102954806796712	1
"testis"	"Proteasome"	5	3.9931633835457707	1.900924012792273	"BINOMIAL"	0.09507531865585168	42	0.7943717986610552	0.36959619588505827	1	1	1	1
"thyroid gland"	"Proteasome"	1	1.7632262635805385	1.2996935189442824	"BINOMIAL"	0.041981577704298535	42	0.4689168866534462	0.8349170810434144	1	1	1	1
"urinary bladder"	"Proteasome"	1	2.8030955428837427	1.6174102475914602	"BINOMIAL"	0.06674037006866054	42	0.22006441930929918	0.9450327313581073	1	0.9337868603124316	1	1
"adrenal cortex"	"Purine metabolism"	30	22.729573054627004	4.396665612365627	"BINOMIAL"	0.1495366648330724	152	0.9572706137419137	0.06563427287626852	1	1	0.2500353252429277	1
"bones and joints"	"Purine metabolism"	22	12.726452709327408	3.393784996232111	"BINOMIAL"	0.09497352768154782	134	0.9961252422608989	0.007916696903360344	1	1	0.09500036284032413	1
"brain, nos"	"Purine metabolism"	11	15.05014175094148	3.682385864365221	"BINOMIAL"	0.09901409046672026	152	0.16775854853650282	0.8962346813197425	1	0.7455935490511236	1	1
"breast"	"Purine metabolism"	6	5.502448422573654	2.3031630282527473	"BINOMIAL"	0.03596371518021996	153	0.6871153500188412	0.47307373660542357	1	1	1	1
"cervix uteri"	"Purine metabolism"	14	9.042948419582787	2.91632569346726	"BINOMIAL"	0.05949308170778149	152	0.9620606451775396	0.06984181732525156	1	1	0.4656121155016771	1
"colon, nos"	"Purine metabolism"	17	13.223209793727989	3.4746020326810454	"BINOMIAL"	0.08699480127452625	152	0.8879152657319447	0.1712533974448387	1	1	0.5708446581494623	1
"HR systems"	"Purine metabolism"	8	7.159191145876674	2.611894649470873	"BINOMIAL"	0.04709994174918865	152	0.7108723301823127	0.4255417851969504	1	0.9247119742208946	1	1
"kidney"	"Purine metabolism"	18	12.400287733254348	3.374709148858495	"BINOMIAL"	0.08158084035035755	152	0.9584642406051672	0.07090891215184315	1	1	0.2909083575460232	1
"liver"	"Purine metabolism"	17	15.348211697872586	3.7089808181231683	"BINOMIAL"	0.10370413309373369	148	0.7269802971980425	0.36596953524419445	1	1	0.8260455224083246	1
"lung"	"Purine metabolism"	1	3.7160804020100504	1.9041596159020524	"BINOMIAL"	0.024288107202680067	153	0.11174336878843434	0.9767616878546012	1	1	1	1
"lymph nodes"	"Purine metabolism"	8	12.257445734477537	3.356931924457255	"BINOMIAL"	0.08064109035840485	152	0.1282915114360613	0.9295422485428565	1	0.8552767429070753	1	1
"mouth, nos"	"Purine metabolism"	3	4.763383709016393	2.146369530558687	"BINOMIAL"	0.03285092213114754	145	0.2952942909382558	0.8583880297727261	1	1	1	1
"ovary"	"Purine metabolism"	6	11.176155304268253	3.2006276942523466	"BINOMIAL"	0.08340414406170338	134	0.0634193807506727	0.9714061588910711	1	1	1	1
"pancreas"	"Purine metabolism"	0	3.8037571467465288	1.9250965038763377	"BINOMIAL"	0.02570106180234141	148	0.021205568948247502	1	1	1	1	1
"prostate gland"	"Purine metabolism"	4	6.237459314570171	2.4453638494682024	"BINOMIAL"	0.04130767757993491	151	0.24871684696879112	0.8741055934868903	1	1	1	1
"skin"	"Purine metabolism"	25	18.838403926712648	4.062466141036504	"BINOMIAL"	0.12393686793889899	152	0.9448115974670559	0.08539677807795894	1	1	0.18977061795101985	1
"stomach"	"Purine metabolism"	5	6.847277100154613	2.5546321786231094	"BINOMIAL"	0.046899158220237075	146	0.31471501566763677	0.8192310661275073	1	1	1	1
"testis"	"Purine metabolism"	10	13.690845886442643	3.519827318366762	"BINOMIAL"	0.09507531865585168	144	0.18385134942082915	0.8872376022033188	1	0.7692727515239955	1	1
"thyroid gland"	"Purine metabolism"	4	5.961384034010392	2.3897940762671204	"BINOMIAL"	0.041981577704298535	142	0.2845555283382694	0.8510466973301006	1	1	1	1
"urinary bladder"	"Purine metabolism"	6	8.943209589200512	2.889002677675408	"BINOMIAL"	0.06674037006866054	134	0.20260804217542924	0.889151518651655	1	0.9639231097437088	1	1
"adrenal cortex"	"Pyrimidine metabolism"	17	14.355519823974952	3.494115520064081	"BINOMIAL"	0.1495366648330724	96	0.8178666495010924	0.2628879291642384	1	1	0.560827582217042	1
"bones and joints"	"Pyrimidine metabolism"	11	7.692855742205373	2.6386053313110085	"BINOMIAL"	0.09497352768154782	81	0.919477835631557	0.1441387035441098	1	1	0.5765548141764392	1
"brain, nos"	"Pyrimidine metabolism"	14	9.505352684805144	2.926463537130399	"BINOMIAL"	0.09901409046672026	96	0.9494057213200562	0.09091884142101221	1	1	0.4278533713929986	1
"breast"	"Pyrimidine metabolism"	7	3.488480372481336	1.833854317538236	"BINOMIAL"	0.03596371518021996	97	0.9761112566095603	0.06089133467438183	1	1	0.3247537849300365	1
"cervix uteri"	"Pyrimidine metabolism"	14	5.7113358439470225	2.3176606468425227	"BINOMIAL"	0.05949308170778149	96	0.9994534092123754	0.0016358964872989533	1	1	0.043623906327972084	1
"colon, nos"	"Pyrimidine metabolism"	14	8.35150092235452	2.7613336921260103	"BINOMIAL"	0.08699480127452625	96	0.9812431183852943	0.038284462546578066	1	1	0.23559669259432658	1
"HR systems"	"Pyrimidine metabolism"	6	4.521594407922111	2.075723385881539	"BINOMIAL"	0.04709994174918865	96	0.8329435126818815	0.29872635480499515	1	0.9727807447379638	1	1
"kidney"	"Pyrimidine metabolism"	10	7.831760673634324	2.6819468780079063	"BINOMIAL"	0.08158084035035755	96	0.8411498996196893	0.2565082388833071	1	1	0.7200231266899848	1
"liver"	"Pyrimidine metabolism"	16	9.851892643904701	2.971567037429247	"BINOMIAL"	0.10370413309373369	95	0.9822404200277798	0.0350672752953412	1	1	0.12044846731878063	1
"lung"	"Pyrimidine metabolism"	3	2.3559463986599667	1.5161546490927453	"BINOMIAL"	0.024288107202680067	97	0.7895371791396434	0.4198868934928213	1	1	1	1
"lymph nodes"	"Pyrimidine metabolism"	8	7.741544674406866	2.667818972644957	"BINOMIAL"	0.08064109035840485	96	0.6302004515855861	0.514905704020047	1	0.9983373490464731	1	1
"mouth, nos"	"Pyrimidine metabolism"	1	2.9565829918032787	1.6909927599387509	"BINOMIAL"	0.03285092213114754	90	0.20073075058904785	0.9505224727670198	1	1	1	1
"ovary"	"Pyrimidine metabolism"	7	6.755735668997974	2.488429086395286	"BINOMIAL"	0.08340414406170338	81	0.6367675633336121	0.5183671432217888	1	1	0.9402938877046402	1
"pancreas"	"Pyrimidine metabolism"	0	2.390198747617751	1.5260301772525169	"BINOMIAL"	0.02570106180234141	93	0.08879271189051283	1	1	1	1	1
"prostate gland"	"Pyrimidine metabolism"	2	3.924229370093816	1.939620728009543	"BINOMIAL"	0.04130767757993491	95	0.2432617314583437	0.9074174364607246	1	1	1	1
"skin"	"Pyrimidine metabolism"	17	11.897939322134302	3.228520711970408	"BINOMIAL"	0.12393686793889899	96	0.952857217608178	0.0816865816445561	1	1	0.18671218661612823	1
"stomach"	"Pyrimidine metabolism"	4	4.220924239821337	2.0057333935651376	"BINOMIAL"	0.046899158220237075	90	0.5847536482650633	0.6138671660833569	1	1	1	1
"testis"	"Pyrimidine metabolism"	8	8.366628041714948	2.7515755876540835	"BINOMIAL"	0.09507531865585168	88	0.5390226825953209	0.6060521331391056	1	1	1	1
"thyroid gland"	"Pyrimidine metabolism"	1	3.694378837978271	1.881298218178758	"BINOMIAL"	0.041981577704298535	88	0.11148146094123967	0.9770438147580165	1	1	1	1
"urinary bladder"	"Pyrimidine metabolism"	8	5.405969975561504	2.2461463751974096	"BINOMIAL"	0.06674037006866054	81	0.9094748374451376	0.17230822998561282	1	1	0.6291253978544468	1
"adrenal cortex"	"Pyruvate metabolism"	6	5.981466593322896	2.2554418698221754	"BINOMIAL"	0.1495366648330724	40	0.6098832932073879	0.5642670547484397	1	1	0.8765313471820423	1
"bones and joints"	"Pyruvate metabolism"	2	3.2290999411726258	1.7095089729285375	"BINOMIAL"	0.09497352768154782	34	0.3611831537034899	0.8464654644096306	1	1	1	1
"brain, nos"	"Pyruvate metabolism"	1	3.9605636186688105	1.8890240904315476	"BINOMIAL"	0.09901409046672026	40	0.08332526058152055	0.9845574162606746	1	0.5555017372101371	1	1
"breast"	"Pyruvate metabolism"	0	1.4385486072087983	1.1776302708516961	"BINOMIAL"	0.03596371518021996	40	0.23106555773243023	1	1	1	1	1
"cervix uteri"	"Pyruvate metabolism"	3	2.3797232683112597	1.4960435145635669	"BINOMIAL"	0.05949308170778149	40	0.7870447625870776	0.42801053212330553	1	1	1	1
"colon, nos"	"Pyruvate metabolism"	3	3.47979205098105	1.7824332338209128	"BINOMIAL"	0.08699480127452625	40	0.5363059769822413	0.6879515932242828	1	1	1	1
"HR systems"	"Pyruvate metabolism"	1	1.8839976699675458	1.3398736841420789	"BINOMIAL"	0.04709994174918865	40	0.432205675858339	0.8548242294372754	1	0.7858285015606163	1	1
"kidney"	"Pyruvate metabolism"	3	3.263233614014302	1.731189265656266	"BINOMIAL"	0.08158084035035755	40	0.5860627807163613	0.6441005167928833	1	1	1	1
"liver"	"Pyruvate metabolism"	13	4.148165323749348	1.9282073111884093	"BINOMIAL"	0.10370413309373369	40	0.9999721241257516	1.2831858907149865E-4	1	1	0.0010137168536648393	1
"lung"	"Pyruvate metabolism"	1	0.9715242881072027	0.9736158390492873	"BINOMIAL"	0.024288107202680067	40	0.7463816860771838	0.6260065960086367	1	0.9951755814362451	1	1
"lymph nodes"	"Pyruvate metabolism"	3	3.2256436143361937	1.7220697419583497	"BINOMIAL"	0.08064109035840485	40	0.5947859098637676	0.6360877674303365	1	0.9612701573555839	1	1
"mouth, nos"	"Pyruvate metabolism"	2	1.0840804303278688	1.0239469656809708	"BINOMIAL"	0.03285092213114754	33	0.9066883488461545	0.29562527831179153	1	1	1	1
"ovary"	"Pyruvate metabolism"	3	2.8357408980979146	1.612212255167195	"BINOMIAL"	0.08340414406170338	34	0.6857562223687528	0.5476266849592314	1	1	0.9088272644004266	1
"pancreas"	"Pyruvate metabolism"	1	1.002341410291315	0.9882207100432433	"BINOMIAL"	0.02570106180234141	39	0.7349069724144518	0.637759553251652	1	1	1	1
"prostate gland"	"Pyruvate metabolism"	3	1.6523071031973964	1.2585921238095692	"BINOMIAL"	0.04130767757993491	40	0.9179539968927156	0.22825749466787587	1	1	1	1
"skin"	"Pyruvate metabolism"	1	4.95747471755596	2.084001158391184	"BINOMIAL"	0.12393686793889899	40	0.033482106756287336	0.9949717581219015	1	0.48701246190963393	1	1
"stomach"	"Pyruvate metabolism"	3	1.782168012369009	1.3032980598396782	"BINOMIAL"	0.046899158220237075	38	0.8988556249128429	0.2631356313395378	1	1	0.8716367788122191	1
"testis"	"Pyruvate metabolism"	1	3.5177867902665123	1.7841894771067837	"BINOMIAL"	0.09507531865585168	37	0.1212652076695643	0.9751880989495005	1	0.6219731619180879	1	1
"thyroid gland"	"Pyruvate metabolism"	4	1.5113367973547474	1.2032823833827342	"BINOMIAL"	0.041981577704298535	36	0.9833921334683731	0.06298999964474263	1	1	0.6718933295439213	1
"urinary bladder"	"Pyruvate metabolism"	2	2.2691725823344586	1.455241273617471	"BINOMIAL"	0.06674037006866054	34	0.6018078602901688	0.6722355983184902	1	1	1	1
"adrenal cortex"	"Regulation of actin cytoskeleton"	39	31.10362628527906	5.143198785421787	"BINOMIAL"	0.1495366648330724	208	0.9451821974048634	0.07821987907930658	1	1	0.2844359239247512	1
"bones and joints"	"Regulation of actin cytoskeleton"	21	18.32989084253873	4.072964086166871	"BINOMIAL"	0.09497352768154782	193	0.7857727335649478	0.28896257866430974	1	1	0.8347807828080059	1
"brain, nos"	"Regulation of actin cytoskeleton"	20	20.594930817077813	4.307637690660604	"BINOMIAL"	0.09901409046672026	208	0.5036703827140048	0.5888722547813813	1	1	1	1
"breast"	"Regulation of actin cytoskeleton"	4	7.552380187846191	2.6982899284246225	"BINOMIAL"	0.03596371518021996	210	0.12369995246418786	0.9459438660758174	1	1	1	1
"cervix uteri"	"Regulation of actin cytoskeleton"	10	12.37456099521855	3.4115041003686466	"BINOMIAL"	0.05949308170778149	208	0.3020561200046296	0.7969787208265398	1	1	1	1
"colon, nos"	"Regulation of actin cytoskeleton"	15	18.181913466375985	4.074332033300425	"BINOMIAL"	0.08699480127452625	209	0.2614969792602861	0.8155029512126792	1	1	1	1
"HR systems"	"Regulation of actin cytoskeleton"	4	9.843887825580428	3.062717956719169	"BINOMIAL"	0.04709994174918865	209	0.02951584988787034	0.9897427580510053	1	0.4722535982059254	1	1
"kidney"	"Regulation of actin cytoskeleton"	19	16.96881479287437	3.947718913793395	"BINOMIAL"	0.08158084035035755	208	0.746034316585976	0.3380854872211057	1	1	0.8196011811420744	1
"liver"	"Regulation of actin cytoskeleton"	17	20.740826618746738	4.3116026225293735	"BINOMIAL"	0.10370413309373369	200	0.23017157124669638	0.837403391961808	1	1	1	1
"lung"	"Regulation of actin cytoskeleton"	0	5.100502512562814	2.2308341401256504	"BINOMIAL"	0.024288107202680067	210	0.005721839867936388	1	1	0.9154943788698221	1	1
"lymph nodes"	"Regulation of actin cytoskeleton"	7	16.853987884906612	3.9363516007821757	"BINOMIAL"	0.08064109035840485	209	0.004577342836426086	0.9983359187492977	1	0.14647497076563476	1	1
"mouth, nos"	"Regulation of actin cytoskeleton"	7	6.537333504098361	2.5144733186514197	"BINOMIAL"	0.03285092213114754	199	0.6684478386090855	0.480753826334636	1	1	1	1
"ovary"	"Regulation of actin cytoskeleton"	22	16.09699980390875	3.841151300496029	"BINOMIAL"	0.08340414406170338	193	0.9467834251675851	0.08410416201073553	1	1	0.3452697177282827	1
"pancreas"	"Regulation of actin cytoskeleton"	6	5.29441873128233	2.271199363389786	"BINOMIAL"	0.02570106180234141	206	0.7194201201871087	0.4362174575658543	1	1	1	1
"prostate gland"	"Regulation of actin cytoskeleton"	8	8.302843193566916	2.821324515884392	"BINOMIAL"	0.04130767757993491	201	0.5494776057330424	0.5921421350524158	1	1	1	1
"skin"	"Regulation of actin cytoskeleton"	40	25.77886853129099	4.752253813351528	"BINOMIAL"	0.12393686793889899	208	0.9982333338694892	0.003153722595375533	1	1	0.012938349109232954	1
"stomach"	"Regulation of actin cytoskeleton"	12	9.004638378285518	2.9295611306587013	"BINOMIAL"	0.046899158220237075	192	0.8807031111733201	0.19272970350511498	1	1	0.7474151916417874	1
"testis"	"Regulation of actin cytoskeleton"	23	18.919988412514485	4.137772889517941	"BINOMIAL"	0.09507531865585168	199	0.8647455650814528	0.19100625619725417	1	1	0.6902271530764412	1
